"nichoir";"pulenv";"echec_fledg";"pop";"an"
"MUR78";9;0;"DMuro";"2017"
"AVA11";8;0;"DMuro";"2017"
"AVA12";9;0;"DMuro";"2017"
"AVA19";8;0;"DMuro";"2017"
"AVA19";9;0;"DMuro";"2018"
"AVA8";7;0;"DMuro";"2018"
"ARI26";4;0;"EMuro";"2017"
"FEL1";0;9;"DMuro";"2019"
"GRA9";0;4;"EMuro";"2017"
"GRA1";7;0;"EMuro";"2018"
"FIL20";6;0;"EMuro";"2017"
"FIL6";9;0;"EMuro";"2017"
"PIR38";7;0;"EPirio";"2017"
"PIR113";6;1;"EPirio";"2018"
"ARI9";9;0;"EMuro";"2019"
"PIR246";5;0;"EPirio";"2018"
"FEL9";9;0;"DMuro";"2019"
"PIR79";7;0;"EPirio";"2017"
"AVA18";9;0;"DMuro";"2018"
"MUR56";8;0;"DMuro";"2017"
"FIL18";7;0;"EMuro";"2017"
"FIL12";7;0;"EMuro";"2018"
"MUR85";7;0;"DMuro";"2017"
"AVA9";8;0;"DMuro";"2019"
"FIL21";0;8;"EMuro";"2018"
"MUR33";10;0;"DMuro";"2018"
"MUR95";6;0;"DMuro";"2017"
"MUR95";9;0;"DMuro";"2018"
"AVA4";0;6;"DMuro";"2017"
"FEL16";7;1;"DMuro";"2017"
"FEL16";9;1;"DMuro";"2018"
"GRA9";7;0;"EMuro";"2019"
"FEL9";7;0;"DMuro";"2018"
"FEL5";8;0;"DMuro";"2017"
"MUR58";7;0;"DMuro";"2017"
"ARI1";7;0;"EMuro";"2017"
"ARI10";7;0;"EMuro";"2018"
"FIL19bis";5;1;"EMuro";"2017"
"ARI16";3;4;"EMuro";"2017"
"ARI13";3;3;"EMuro";"2017"
"FIL5";8;0;"EMuro";"2018"
"FIL10";9;0;"EMuro";"2019"
"PIR45";6;0;"EPirio";"2018"
"AVA10";9;0;"DMuro";"2019"
"PIR230";7;0;"EPirio";"2017"
"PIR74";8;0;"EPirio";"2017"
"PIR74";8;0;"EPirio";"2018"
"PIR26";7;0;"EPirio";"2017"
"FIL20";6;1;"EMuro";"2018"
"MUR23";6;0;"DMuro";"2017"
"ARI19";0;6;"EMuro";"2017"
"PIR80";2;3;"EPirio";"2018"
"PIR22";5;0;"EPirio";"2017"
"PIR130";6;0;"EPirio";"2017"
"PIR79";5;0;"EPirio";"2018"
"FIL11";6;0;"EMuro";"2019"
"PIR139";7;0;"EPirio";"2017"
"PIR105";6;0;"EPirio";"2017"
"PIR249";5;0;"EPirio";"2017"
"PIR249";6;0;"EPirio";"2018"
"AVA11";8;0;"DMuro";"2019"
"PIR103";5;0;"EPirio";"2017"
"PIR101";6;0;"EPirio";"2018"
"PIR129";5;0;"EPirio";"2017"
"PIR239";7;0;"EPirio";"2017"
"PIR239";2;5;"EPirio";"2018"
"PIR69";7;1;"EPirio";"2017"
"ARI11";7;1;"EMuro";"2019"
"AVA12";8;0;"DMuro";"2019"
"ARI12";7;1;"EMuro";"2019"
"FEL13";8;0;"DMuro";"2019"
"FIL13";7;0;"EMuro";"2019"
"AVA13";10;1;"DMuro";"2019"
"FIL13";4;2;"EMuro";"2018"
"GRA13";7;1;"EMuro";"2019"
"FEL19";8;0;"DMuro";"2017"
"FEL20";7;0;"DMuro";"2017"
"FEL8";8;0;"DMuro";"2018"
"AVA13";5;0;"DMuro";"2018"
"AVA21";5;0;"DMuro";"2017"
"GRA14";7;0;"EMuro";"2017"
"GRA7";6;0;"EMuro";"2018"
"FEL8";3;3;"DMuro";"2017"
"GRA20";8;0;"EMuro";"2018"
"MUR54";8;0;"DMuro";"2018"
"MUR38";10;0;"DMuro";"2018"
"FEL15";9;0;"DMuro";"2018"
"AVA14";8;1;"DMuro";"2018"
"MUR57";7;0;"DMuro";"2018"
"PIR51";5;0;"EPirio";"2017"
"PIR48";6;0;"EPirio";"2017"
"PIR137";4;0;"EPirio";"2017"
"GRA13";9;0;"EMuro";"2018"
"MUR77";8;0;"DMuro";"2018"
"FEL14";9;0;"DMuro";"2019"
"FIL14";9;0;"EMuro";"2019"
"GRA14";9;0;"EMuro";"2019"
"PIR15";7;0;"EPirio";"2019"
"AVA15";6;0;"DMuro";"2019"
"GRA15";9;0;"EMuro";"2019"
"ARI16";5;1;"EMuro";"2019"
"FEL16";10;0;"DMuro";"2019"
"GRA16";9;1;"EMuro";"2019"
"AVA17";11;0;"DMuro";"2019"
"PIR18";6;1;"EPirio";"2019"
"ARI18";7;0;"EMuro";"2019"
"AVA18";11;0;"DMuro";"2019"
"FEL19";7;0;"DMuro";"2019"
"GRA19";7;1;"EMuro";"2019"
"ARI20";9;1;"EMuro";"2019"
"FEL20";12;0;"DMuro";"2019"
"AVA20";9;1;"DMuro";"2019"
"GRA20";9;0;"EMuro";"2019"
"MUR21";11;0;"DMuro";"2019"
"MUR48";9;0;"DMuro";"2018"
"MUR89";9;0;"DMuro";"2018"
"AVA11";10;0;"DMuro";"2018"
"PIR1";5;1;"EPirio";"2018"
"PIR57";8;0;"EPirio";"2018"
"PIR123";2;4;"EPirio";"2018"
"FIL21";6;3;"EMuro";"2019"
"PIR81";8;0;"EPirio";"2018"
"AVA21";8;0;"DMuro";"2019"
"PIR28";6;0;"EPirio";"2018"
"MUR29";8;0;"DMuro";"2018"
"MUR58";9;0;"DMuro";"2018"
"FEL5";4;0;"DMuro";"2018"
"FEL3";8;0;"DMuro";"2019"
"AVA12";10;0;"DMuro";"2018"
"PIR22";7;1;"EPirio";"2019"
"MUR24";6;0;"DMuro";"2018"
"MUR93";9;1;"DMuro";"2018"
"FIL7";7;0;"EMuro";"2018"
"MUR22";8;0;"DMuro";"2019"
"FIL8";6;0;"EMuro";"2018"
"AVA10";7;0;"DMuro";"2018"
"FEL12";7;1;"DMuro";"2018"
"GRA4";8;0;"EMuro";"2018"
"AVA4";6;0;"DMuro";"2018"
"AVA1";6;0;"DMuro";"2018"
"MUR72";6;0;"DMuro";"2018"
"AVA20";7;0;"DMuro";"2018"
"MUR73";6;0;"DMuro";"2018"
"FIL23";7;0;"EMuro";"2019"
"MUR24";10;0;"DMuro";"2019"
"MUR25";6;0;"DMuro";"2019"
"PIR25";6;1;"EPirio";"2019"
"MUR56";4;1;"DMuro";"2018"
"AVA7";8;0;"DMuro";"2018"
"AVA3";8;0;"DMuro";"2018"
"GRA15";0;6;"EMuro";"2018"
"MUR47";7;0;"DMuro";"2018"
"FEL20";6;0;"DMuro";"2018"
"FEL13";5;0;"DMuro";"2018"
"PIR26";7;0;"EPirio";"2019"
"FEL14";6;1;"DMuro";"2018"
"FIL19bis";0;5;"EMuro";"2018"
"FIL25";0;4;"EMuro";"2018"
"GRA3";4;0;"EMuro";"2018"
"FEL7";3;4;"DMuro";"2018"
"GRA9";0;6;"EMuro";"2018"
"ARI27";10;0;"EMuro";"2019"
"GRA5";0;4;"EMuro";"2018"
"MUR28";11;0;"DMuro";"2019"
"PIR98";6;0;"EPirio";"2018"
"FIL17";5;0;"EMuro";"2018"
"PIR10";3;2;"EPirio";"2018"
"ARI29";7;0;"EMuro";"2019"
"PIR29";7;1;"EPirio";"2019"
"MUR29";9;0;"DMuro";"2019"
"MUR30";9;0;"DMuro";"2019"
"MUR31";8;0;"DMuro";"2019"
"MUR36";6;0;"DMuro";"2018"
"MUR37";4;1;"DMuro";"2018"
"MUR32";10;0;"DMuro";"2019"
"MUR33";11;0;"DMuro";"2019"
"MUR34";10;0;"DMuro";"2019"
"MUR35";10;1;"DMuro";"2019"
"MUR36";9;0;"DMuro";"2019"
"MUR37";5;1;"DMuro";"2019"
"PIR38";6;0;"EPirio";"2019"
"MUR38";11;0;"DMuro";"2019"
"MUR39";10;0;"DMuro";"2019"
"PIR39";7;0;"EPirio";"2019"
"PIR40";7;2;"EPirio";"2019"
"MUR42";7;2;"DMuro";"2019"
"MUR43";10;0;"DMuro";"2019"
"PIR43";7;1;"EPirio";"2019"
"MUR44";9;0;"DMuro";"2019"
"PIR44";10;0;"EPirio";"2019"
"MUR45";9;0;"DMuro";"2019"
"MUR46";9;0;"DMuro";"2019"
"PIR46";0;7;"EPirio";"2019"
"MUR47";8;1;"DMuro";"2019"
"PIR49";6;2;"EPirio";"2019"
"MUR51";9;0;"DMuro";"2019"
"PIR54";7;1;"EPirio";"2019"
"MUR54";7;1;"DMuro";"2019"
"MUR56";13;0;"DMuro";"2019"
"MUR57";10;0;"DMuro";"2019"
"MUR58";11;0;"DMuro";"2019"
"PIR58";7;0;"EPirio";"2019"
"MUR59";9;0;"DMuro";"2019"
"PIR64";2;2;"EPirio";"2019"
"PIR66";7;0;"EPirio";"2019"
"PIR67";6;1;"EPirio";"2019"
"PIR71";6;0;"EPirio";"2019"
"MUR72";9;0;"DMuro";"2019"
"PIR73";0;7;"EPirio";"2019"
"PIR74";5;1;"EPirio";"2019"
"MUR74";8;1;"DMuro";"2019"
"MUR76";7;1;"DMuro";"2019"
"PIR77";4;3;"EPirio";"2019"
"PIR85";8;0;"EPirio";"2019"
"PIR87";7;2;"EPirio";"2019"
"MUR88";6;0;"DMuro";"2019"
"MUR89";8;0;"DMuro";"2019"
"PIR89";4;2;"EPirio";"2019"
"MUR91";8;1;"DMuro";"2019"
"PIR94";2;6;"EPirio";"2019"
"PIR98";9;0;"EPirio";"2019"
"MUR99";9;0;"DMuro";"2019"
"MUR101";5;2;"DMuro";"2019"
"PIR101";9;0;"EPirio";"2019"
"PIR105";6;0;"EPirio";"2019"
"PIR114";6;0;"EPirio";"2019"
"PIR120";6;0;"EPirio";"2019"
"PIR121";7;1;"EPirio";"2019"
"PIR125";5;0;"EPirio";"2019"
"PIR133";5;1;"EPirio";"2019"
"PIR134";8;0;"EPirio";"2019"
"ARI19";3;0;"EMuro";"2005"
"ARI30";0;8;"EMuro";"2005"
"ARI14";0;4;"EMuro";"2005"
"ARI17";0;6;"EMuro";"2005"
"ARI5";0;8;"EMuro";"2006"
"ARI23";0;7;"EMuro";"2006"
"ARI1";0;7;"EMuro";"2006"
"ARI15";0;7;"EMuro";"2006"
"ARI8";0;6;"EMuro";"2006"
"ARI16";0;7;"EMuro";"2006"
"ARI30";0;3;"EMuro";"2006"
"ARI25";0;7;"EMuro";"2007"
"ARI11";0;7;"EMuro";"2007"
"ARI29";0;7;"EMuro";"2008"
"ARI10";0;5;"EMuro";"2009"
"ARI7";0;2;"EMuro";"2009"
"ARI25";0;7;"EMuro";"2010"
"ARI9";0;7;"EMuro";"2010"
"ARI8";0;4;"EMuro";"2010"
"ARI25";0;3;"EMuro";"2011"
"ARI27";0;1;"EMuro";"2012"
"ARI9";0;7;"EMuro";"2012"
"ARI21";0;6;"EMuro";"2012"
"ARI9";0;2;"EMuro";"2014"
"ARI8";0;5;"EMuro";"2015"
"ARI2";0;7;"EMuro";"2015"
"ARI7";0;6;"EMuro";"2015"
"ARI11";0;6;"EMuro";"2017"
"AVA1";5;0;"DMuro";"2004"
"AVA17";0;6;"DMuro";"2004"
"AVA17";0;6;"DMuro";"2005"
"AVA5";8;0;"DMuro";"2007"
"AVA5";0;7;"DMuro";"2008"
"AVA12";10;0;"DMuro";"2009"
"AVA2";7;0;"DMuro";"2009"
"AVA4";8;0;"DMuro";"2009"
"AVA16";8;1;"DMuro";"2009"
"AVA21";10;0;"DMuro";"2009"
"AVA22";6;1;"DMuro";"2009"
"AVA7";7;0;"DMuro";"2009"
"AVA19";0;7;"DMuro";"2009"
"AVA3";3;0;"DMuro";"2009"
"AVA10";4;1;"DMuro";"2009"
"AVA21";4;6;"DMuro";"2011"
"AVA19";0;3;"DMuro";"2011"
"AVA1";10;0;"DMuro";"2013"
"AVA12";10;0;"DMuro";"2013"
"AVA20";0;8;"DMuro";"2013"
"AVA3";0;7;"DMuro";"2014"
"AVA19";0;1;"DMuro";"2015"
"FEL3";6;0;"DMuro";"2020"
"FEL1";2;4;"DMuro";"2020"
"FEL20";0;9;"DMuro";"2006"
"FEL19";4;6;"DMuro";"2007"
"FEL9";0;9;"DMuro";"2007"
"FEL13";0;9;"DMuro";"2007"
"FEL14";8;0;"DMuro";"2008"
"FEL20";0;6;"DMuro";"2008"
"FEL11";10;0;"DMuro";"2009"
"FEL13";7;0;"DMuro";"2009"
"FEL19";3;4;"DMuro";"2010"
"FEL9";10;1;"DMuro";"2013"
"FEL19";0;9;"DMuro";"2018"
"FIL14";6;0;"EMuro";"2004"
"FIL20";0;3;"EMuro";"2004"
"FIL21";0;9;"EMuro";"2005"
"FIL10";0;7;"EMuro";"2005"
"FIL11";0;7;"EMuro";"2005"
"FIL7";2;5;"EMuro";"2006"
"FIL22";0;6;"EMuro";"2007"
"FIL4";0;5;"EMuro";"2007"
"FIL21";0;6;"EMuro";"2007"
"FIL25";0;7;"EMuro";"2007"
"FIL20";0;6;"EMuro";"2007"
"FIL20";0;8;"EMuro";"2008"
"FIL22";0;6;"EMuro";"2008"
"FIL1";0;5;"EMuro";"2008"
"FIL8";5;0;"EMuro";"2009"
"FIL11";0;10;"EMuro";"2009"
"FIL5";6;0;"EMuro";"2009"
"FIL19";0;4;"EMuro";"2009"
"FIL19";0;5;"EMuro";"2010"
"FIL7";0;3;"EMuro";"2011"
"FIL11";0;7;"EMuro";"2011"
"FIL14";0;9;"EMuro";"2012"
"FIL22";0;5;"EMuro";"2013"
"FIL6";0;8;"EMuro";"2015"
"FIL23";0;8;"EMuro";"2015"
"FIL18";0;7;"EMuro";"2015"
"FIL20";0;4;"EMuro";"2016"
"FIL22";0;5;"EMuro";"2014"
"FIL23";0;5;"EMuro";"2018"
"GRA19";5;0;"EMuro";"2006"
"GRA3";0;8;"EMuro";"2009"
"GRA8";0;6;"EMuro";"2011"
"GRA4";0;7;"EMuro";"2011"
"GRA9";6;0;"EMuro";"2005"
"GRA3";0;7;"EMuro";"2006"
"GRA9";0;8;"EMuro";"2007"
"GRA11";0;5;"EMuro";"2007"
"GRA12";0;6;"EMuro";"2008"
"GRA15";0;5;"EMuro";"2009"
"GRA12";0;5;"EMuro";"2009"
"GRA20";0;4;"EMuro";"2009"
"GRA20";0;7;"EMuro";"2010"
"GRA1";0;8;"EMuro";"2011"
"GRA11";0;7;"EMuro";"2012"
"GRA19";0;9;"EMuro";"2012"
"GRA12";0;7;"EMuro";"2012"
"GRA1";0;8;"EMuro";"2013"
"GRA9";0;4;"EMuro";"2012"
"GRA14";0;8;"EMuro";"2015"
"GRA17";0;6;"EMuro";"2015"
"GRA16";0;5;"EMuro";"2016"
"GRA6";0;7;"EMuro";"2017"
"MUR95";7;0;"DMuro";"2004"
"MUR35";0;9;"DMuro";"2005"
"MUR41";0;9;"DMuro";"2005"
"MUR21";8;0;"DMuro";"2005"
"MUR101";0;8;"DMuro";"2005"
"MUR78";12;0;"DMuro";"2006"
"MUR37";0;11;"DMuro";"2006"
"MUR88";0;7;"DMuro";"2006"
"MUR38";0;8;"DMuro";"2006"
"MUR21";6;0;"DMuro";"2007"
"MUR47";0;7;"DMuro";"2010"
"MUR38";6;0;"DMuro";"2011"
"MUR93";0;6;"DMuro";"2011"
"MUR72";0;10;"DMuro";"2007"
"MUR39";0;9;"DMuro";"2007"
"MUR89";0;11;"DMuro";"2007"
"MUR85";0;9;"DMuro";"2007"
"MUR86";1;0;"DMuro";"2008"
"MUR105";0;7;"DMuro";"2009"
"MUR27";8;0;"DMuro";"2009"
"MUR46";0;5;"DMuro";"2008"
"MUR88";0;10;"DMuro";"2010"
"MUR34";0;6;"DMuro";"2010"
"MUR48";7;1;"DMuro";"2011"
"MUR101";0;9;"DMuro";"2018"
"PIR38";6;0;"EPirio";"2004"
"PIR81";0;5;"EPirio";"2004"
"PIR122";0;5;"EPirio";"2004"
"PIR103";0;6;"EPirio";"2004"
"PIR96";7;0;"EPirio";"2005"
"PIR54";4;2;"EPirio";"2005"
"PIR40";8;0;"EPirio";"2005"
"PIR79";7;0;"EPirio";"2006"
"PIR131";6;0;"EPirio";"2006"
"PIR5";9;0;"EPirio";"2006"
"PIR29";5;0;"EPirio";"2006"
"PIR40";2;1;"EPirio";"2006"
"PIR131";7;0;"EPirio";"2007"
"PIR40";3;3;"EPirio";"2007"
"PIR104";4;0;"EPirio";"2007"
"PIR132";6;0;"EPirio";"2007"
"PIR45";0;8;"EPirio";"2007"
"PIR66";6;0;"EPirio";"2008"
"PIR71";1;0;"EPirio";"2008"
"PIR76";5;0;"EPirio";"2008"
"PIR112";0;7;"EPirio";"2008"
"PIR9";4;3;"EPirio";"2008"
"PIR51";2;3;"EPirio";"2008"
"PIR119";5;1;"EPirio";"2008"
"PIR137";0;7;"EPirio";"2008"
"PIR26";0;2;"EPirio";"2008"
"PIR19";0;8;"EPirio";"2008"
"PIR91";0;1;"EPirio";"2008"
"PIR68";0;5;"EPirio";"2008"
"PIR41";0;3;"EPirio";"2008"
"PIR60";0;3;"EPirio";"2008"
"PIR118";0;2;"EPirio";"2008"
"PIR158";0;6;"EPirio";"2008"
"PIR8";1;5;"EPirio";"2009"
"PIR38";5;1;"EPirio";"2009"
"PIR89";0;5;"EPirio";"2009"
"PIR93";6;1;"EPirio";"2009"
"PIR158";4;3;"EPirio";"2009"
"PIR119";6;0;"EPirio";"2010"
"PIR159";4;2;"EPirio";"2010"
"PIR24";5;0;"EPirio";"2011"
"PIR54";5;2;"EPirio";"2011"
"PIR94";0;7;"EPirio";"2011"
"PIR104";0;6;"EPirio";"2011"
"PIR124";6;0;"EPirio";"2011"
"PIR132";4;0;"EPirio";"2011"
"PIR235";0;6;"EPirio";"2012"
"PIR232";0;5;"EPirio";"2012"
"PIR90";0;6;"EPirio";"2012"
"PIR237";0;5;"EPirio";"2012"
"PIR77";0;3;"EPirio";"2012"
"PIR88";0;7;"EPirio";"2012"
"PIR70";0;6;"EPirio";"2012"
"PIR65";0;7;"EPirio";"2012"
"PIR55";0;7;"EPirio";"2014"
"PIR234";0;5;"EPirio";"2014"
"PIR106";0;5;"EPirio";"2014"
"PIR204";0;7;"EPirio";"2015"
"PIR244";3;4;"EPirio";"2015"
"PIR92";0;8;"EPirio";"2015"
"PIR3";0;6;"EPirio";"2015"
"PIR75";0;8;"EPirio";"2015"
"PIR16";0;7;"EPirio";"2015"
"PIR100";0;7;"EPirio";"2015"
"PIR234";0;6;"EPirio";"2015"
"PIR40";0;7;"EPirio";"2016"
"PIR19";0;5;"EPirio";"2016"
"PIR57";0;6;"EPirio";"2017"
"PIR40";0;7;"EPirio";"2017"
"PIR25";0;6;"EPirio";"2017"
"PIR137";0;5;"EPirio";"2014"
"PIR66";0;4;"EPirio";"2014"
"PIR5";0;5;"EPirio";"2014"
"PIR17";0;6;"EPirio";"2018"
"PIR39";0;4;"EPirio";"2018"
"PIR53";0;7;"EPirio";"2018"
"PIR103";0;8;"EPirio";"2018"
"PIR105";0;8;"EPirio";"2018"
"PIR124";0;7;"EPirio";"2018"
"PIR134";0;6;"EPirio";"2018"
"PIR235";0;10;"EPirio";"2018"
"PIR139";0;7;"EPirio";"2019"
"PIR156";6;1;"EPirio";"2019"
"PIR159";7;1;"EPirio";"2019"
"PIR207";3;0;"EPirio";"2019"
"PIR232";6;1;"EPirio";"2019"
"PIR237";7;0;"EPirio";"2019"
"PIR239";5;0;"EPirio";"2019"
"PIR245";4;0;"EPirio";"2019"
"PIR248";7;0;"EPirio";"2019"
"GRA3";0;3;"EMuro";"2017"
"GRA12";0;5;"EMuro";"2017"
"GRA7";0;3;"EMuro";"2014"
"GRA18";0;6;"EMuro";"2018"
"FIL19bis";11;0;"EMuro";"2019"
"MUR88bis";8;1;"DMuro";"2019"
"ARI30";6;0;"EMuro";"2020"
"ARI6";7;0;"EMuro";"2020"
"ARI19";7;1;"EMuro";"2020"
"ARI24";5;0;"EMuro";"2020"
"ARI12";8;0;"EMuro";"2020"
"ARI10";7;0;"EMuro";"2020"
"ARI21";6;0;"EMuro";"2020"
"ARI26";7;0;"EMuro";"2020"
"ARI16";6;0;"EMuro";"2020"
"ARI11";6;0;"EMuro";"2020"
"AVA20";9;0;"DMuro";"2020"
"AVA10";5;1;"DMuro";"2020"
"AVA3";8;0;"DMuro";"2020"
"AVA18";8;0;"DMuro";"2020"
"AVA16";8;0;"DMuro";"2020"
"AVA21";11;1;"DMuro";"2020"
"AVA12";11;0;"DMuro";"2020"
"AVA4";9;1;"DMuro";"2020"
"AVA1";10;1;"DMuro";"2020"
"AVA7";9;0;"DMuro";"2020"
"AVA14";7;0;"DMuro";"2020"
"AVA9";8;0;"DMuro";"2020"
"AVA13";6;0;"DMuro";"2020"
"AVA6";8;0;"DMuro";"2020"
"AVA5";7;0;"DMuro";"2020"
"AVA8";6;1;"DMuro";"2020"
"AVA2";0;6;"DMuro";"2020"
"FEL9";9;1;"DMuro";"2020"
"FEL20";10;1;"DMuro";"2020"
"FEL1";7;0;"DMuro";"2021"
"FEL5";9;0;"DMuro";"2020"
"FEL16";7;0;"DMuro";"2020"
"FEL10";9;0;"DMuro";"2020"
"FEL13";8;0;"DMuro";"2020"
"FEL19";5;0;"DMuro";"2020"
"FEL6";6;1;"DMuro";"2020"
"FEL15";7;0;"DMuro";"2020"
"FIL1";7;0;"EMuro";"2020"
"FIL3";6;0;"EMuro";"2020"
"FIL5";7;0;"EMuro";"2020"
"FIL6";7;0;"EMuro";"2020"
"FIL10";0;6;"EMuro";"2020"
"FIL11";6;1;"EMuro";"2020"
"FIL12";6;1;"EMuro";"2020"
"FIL14";7;0;"EMuro";"2020"
"FIL15";7;0;"EMuro";"2020"
"FIL20";0;8;"EMuro";"2020"
"FIL24";4;1;"EMuro";"2020"
"GRA1";9;0;"EMuro";"2020"
"GRA7";7;0;"EMuro";"2020"
"GRA6";7;0;"EMuro";"2020"
"GRA14";7;0;"EMuro";"2020"
"GRA19";0;8;"EMuro";"2020"
"GRA9";0;5;"EMuro";"2020"
"MUR25";9;0;"DMuro";"2020"
"MUR37";6;0;"DMuro";"2020"
"MUR43";11;0;"DMuro";"2020"
"MUR23";3;0;"DMuro";"2020"
"MUR78";4;1;"DMuro";"2020"
"MUR56";6;0;"DMuro";"2020"
"MUR97";7;0;"DMuro";"2020"
"MUR33";4;0;"DMuro";"2020"
"MUR32";9;0;"DMuro";"2020"
"MUR53";8;0;"DMuro";"2020"
"MUR24";6;0;"DMuro";"2020"
"MUR22";7;0;"DMuro";"2020"
"MUR51";8;0;"DMuro";"2020"
"MUR57";6;0;"DMuro";"2020"
"MUR72";4;0;"DMuro";"2020"
"MUR87";7;0;"DMuro";"2020"
"MUR28";8;0;"DMuro";"2020"
"MUR31";5;0;"DMuro";"2020"
"MUR73";5;0;"DMuro";"2020"
"MUR34";8;1;"DMuro";"2020"
"MUR40";9;0;"DMuro";"2020"
"MUR88bis";6;0;"DMuro";"2020"
"MUR75";7;0;"DMuro";"2020"
"MUR93";8;0;"DMuro";"2020"
"MUR95";7;0;"DMuro";"2020"
"MUR29";10;0;"DMuro";"2020"
"MUR30";7;0;"DMuro";"2020"
"MUR74";8;0;"DMuro";"2020"
"MUR101";9;0;"DMuro";"2020"
"MUR38";7;2;"DMuro";"2020"
"MUR39";7;0;"DMuro";"2020"
"MUR55";8;0;"DMuro";"2020"
"MUR42";8;0;"DMuro";"2020"
"MUR89";7;0;"DMuro";"2020"
"MUR88";7;0;"DMuro";"2020"
"MUR35";7;0;"DMuro";"2020"
"MUR46";7;1;"DMuro";"2020"
"MUR59";8;1;"DMuro";"2020"
"MUR85";0;2;"DMuro";"2020"
"MUR91";4;2;"DMuro";"2020"
"PIR89";8;0;"EPirio";"2020"
"PIR239";5;0;"EPirio";"2020"
"PIR230";6;1;"EPirio";"2020"
"PIR336";4;1;"EPirio";"2020"
"PIR77";6;0;"EPirio";"2020"
"PIR135";5;1;"EPirio";"2020"
"PIR2";6;0;"EPirio";"2020"
"PIR236";5;1;"EPirio";"2020"
"PIR204";1;6;"EPirio";"2020"
"PIR232";5;1;"EPirio";"2020"
"PIR245";0;6;"EPirio";"2020"
"PIR18";7;0;"EPirio";"2020"
"PIR38";8;0;"EPirio";"2020"
"PIR5";8;0;"EPirio";"2020"
"PIR22";7;1;"EPirio";"2020"
"PIR57";5;0;"EPirio";"2020"
"PIR64";7;0;"EPirio";"2020"
"PIR120";7;0;"EPirio";"2020"
"PIR26";8;0;"EPirio";"2020"
"PIR125";7;0;"EPirio";"2020"
"PIR153";3;3;"EPirio";"2020"
"PIR41";7;0;"EPirio";"2020"
"PIR105";7;0;"EPirio";"2020"
"PIR248";5;0;"EPirio";"2020"
"PIR309";7;0;"EPirio";"2020"
"PIR119";6;2;"EPirio";"2020"
"PIR139";6;0;"EPirio";"2020"
"PIR205";5;0;"EPirio";"2020"
"PIR113";5;1;"EPirio";"2020"
"PIR71";4;0;"EPirio";"2020"
"PIR315";6;0;"EPirio";"2020"
"PIR158";6;0;"EPirio";"2020"
"PIR47";5;0;"EPirio";"2020"
"PIR323";0;5;"EPirio";"2020"
"ARI2";7;0;"EMuro";"2021"
"ARI7";6;0;"EMuro";"2021"
"ARI10";9;0;"EMuro";"2021"
"ARI12";7;0;"EMuro";"2021"
"ARI13";3;4;"EMuro";"2021"
"ARI14";8;0;"EMuro";"2021"
"ARI16";6;0;"EMuro";"2021"
"ARI21";9;0;"EMuro";"2021"
"ARI23";8;0;"EMuro";"2021"
"ARI27";8;0;"EMuro";"2021"
"AVA1";5;0;"DMuro";"2021"
"AVA2";7;0;"DMuro";"2021"
"AVA3";6;0;"DMuro";"2021"
"AVA4";7;0;"DMuro";"2021"
"AVA5";9;0;"DMuro";"2021"
"AVA6";10;0;"DMuro";"2021"
"AVA7";9;0;"DMuro";"2021"
"AVA8";9;0;"DMuro";"2021"
"AVA9";4;0;"DMuro";"2021"
"AVA10";7;0;"DMuro";"2021"
"AVA12";7;0;"DMuro";"2021"
"AVA14";7;0;"DMuro";"2021"
"AVA15";11;0;"DMuro";"2021"
"AVA16";8;0;"DMuro";"2021"
"AVA17";6;0;"DMuro";"2021"
"AVA18";5;0;"DMuro";"2021"
"AVA19";0;8;"DMuro";"2021"
"AVA20";9;1;"DMuro";"2021"
"AVA21";7;1;"DMuro";"2021"
"FEL3";6;0;"DMuro";"2005"
"FEL5";7;0;"DMuro";"2021"
"FEL6";7;0;"DMuro";"2021"
"FEL7";8;0;"DMuro";"2021"
"FEL8";8;0;"DMuro";"2021"
"FEL9";9;0;"DMuro";"2021"
"FEL12";9;0;"DMuro";"2021"
"FEL13";9;0;"DMuro";"2021"
"FEL16";7;0;"DMuro";"2021"
"FEL17";7;0;"DMuro";"2021"
"FEL19";9;0;"DMuro";"2021"
"FEL20";7;0;"DMuro";"2021"
"FIL2";9;0;"EMuro";"2021"
"FIL4";6;0;"EMuro";"2021"
"FIL5";5;2;"EMuro";"2021"
"FIL6";9;0;"EMuro";"2021"
"FIL7";7;0;"EMuro";"2021"
"FIL8";2;5;"EMuro";"2021"
"FIL9";8;0;"EMuro";"2021"
"FIL10";0;8;"EMuro";"2021"
"FIL12";6;0;"EMuro";"2021"
"FIL14";6;0;"EMuro";"2021"
"FIL16";7;0;"EMuro";"2021"
"FIL23";3;0;"EMuro";"2021"
"FIL25";7;0;"EMuro";"2021"
"FIL19bis";7;0;"EMuro";"2021"
"GRA1";7;0;"EMuro";"2021"
"GRA2";3;1;"EMuro";"2021"
"GRA3";8;0;"EMuro";"2021"
"GRA5";6;0;"EMuro";"2021"
"GRA6";6;0;"EMuro";"2021"
"GRA12";0;8;"EMuro";"2021"
"GRA13";4;1;"EMuro";"2021"
"GRA14";7;0;"EMuro";"2021"
"GRA17";8;0;"EMuro";"2021"
"GRA19";1;0;"EMuro";"2021"
"GRA20";7;0;"EMuro";"2021"
"MUR21";7;0;"DMuro";"2021"
"MUR22";7;0;"DMuro";"2021"
"MUR24";10;0;"DMuro";"2021"
