"";"id";"clutch";"nichoir";"station";"pop";"date";"stade";"obs";"ACH";"PUL";"MEN";"LAV";"IMM"
"MUR30_NC_2023-05-02";"MUR30_NC";"MUR30";"MUR30";"MUR";"DMuro";2023-05-02;"couvaison";"HD";2;0;0;0;0
"MUR30_NE_2023-05-09";"MUR30_NE";"MUR30";"MUR30";"MUR";"DMuro";2023-05-09;"elevage";"VR";0;0;0;1;1
"MUR30_NE_2023-05-20";"MUR30_NE";"MUR30";"MUR30";"MUR";"DMuro";2023-05-20;"elevage";"ABF";1;0;0;0;0
"MUR32_NC_2023-04-25";"MUR32_NC";"MUR32";"MUR32";"MUR";"DMuro";2023-04-25;"couvaison";"VR";1;0;0;0;0
"MUR32_NC_2023-05-02";"MUR32_NC";"MUR32";"MUR32";"MUR";"DMuro";2023-05-02;"couvaison";"ABF";1;2;0;0;0
"MUR32_NE_2023-05-09";"MUR32_NE";"MUR32";"MUR32";"MUR";"DMuro";2023-05-09;"elevage";"VR";1;0;0;0;0
"MUR32_NE_2023-05-18";"MUR32_NE";"MUR32";"MUR32";"MUR";"DMuro";2023-05-18;"elevage";"ABF";0;0;0;0;0
"MUR33_NC_2023-04-11";"MUR33_NC";"MUR33";"MUR33";"MUR";"DMuro";2023-04-11;"couvaison";"HD";1;0;0;0;0
"MUR33_NC_2023-04-18";"MUR33_NC";"MUR33";"MUR33";"MUR";"DMuro";2023-04-18;"couvaison";"CD";0,5;0;0;0;0
"MUR33_NE_2023-04-25";"MUR33_NE";"MUR33";"MUR33";"MUR";"DMuro";2023-04-25;"elevage";"VR";0;0;0;0;0
"MUR33_NE_2023-05-06";"MUR33_NE";"MUR33";"MUR33";"MUR";"DMuro";2023-05-06;"elevage";"VR";0;0;0;0;0
"MUR34-1_NC_2023-04-11";"MUR34-1_NC";"MUR34-1";"MUR34";"MUR";"DMuro";2023-04-11;"couvaison";"HD";1;0;0,5;0;0
"MUR34-1_NC_2023-04-18";"MUR34-1_NC";"MUR34-1";"MUR34";"MUR";"DMuro";2023-04-18;"couvaison";"LS";1;0;0;0;0
"MUR34-1_NE_2023-04-25";"MUR34-1_NE";"MUR34-1";"MUR34";"MUR";"DMuro";2023-04-25;"elevage";"ABF";1;0;0;0;0
"MUR34-1_NE_2023-05-05";"MUR34-1_NE";"MUR34-1";"MUR34";"MUR";"DMuro";2023-05-05;"elevage";"HD";0;0;0;1;0
"MUR34-2_NC_2023-05-23";"MUR34-2_NC";"MUR34-2";"MUR34";"MUR";"DMuro";2023-05-23;"couvaison";"MC";0;0;0,5;0;0
"MUR34-2_NC_2023-05-30";"MUR34-2_NC";"MUR34-2";"MUR34";"MUR";"DMuro";2023-05-30;"couvaison";"HD";1;0;0;0;0
"MUR35_NC_2023-04-25";"MUR35_NC";"MUR35";"MUR35";"MUR";"DMuro";2023-04-25;"couvaison";"ABF";1;0;0;1;0
"MUR35_NC_2023-05-02";"MUR35_NC";"MUR35";"MUR35";"MUR";"DMuro";2023-05-02;"couvaison";"ABF";2;0;0;0;0
"MUR35_NE_2023-05-09";"MUR35_NE";"MUR35";"MUR35";"MUR";"DMuro";2023-05-09;"elevage";"VR";0;0;0;0;0
"MUR36_NC_2023-04-18";"MUR36_NC";"MUR36";"MUR36";"MUR";"DMuro";2023-04-18;"couvaison";"LS";0;1;1;0;0
"MUR36_NC_2023-04-25";"MUR36_NC";"MUR36";"MUR36";"MUR";"DMuro";2023-04-25;"couvaison";"VR";0;2;0;0;0
"MUR36_NE_2023-05-02";"MUR36_NE";"MUR36";"MUR36";"MUR";"DMuro";2023-05-02;"elevage";"ABF";0;2;0;0;0
"MUR36_NE_2023-05-14";"MUR36_NE";"MUR36";"MUR36";"MUR";"DMuro";2023-05-14;"elevage";"HD";0;2;0;0;0
"MUR37_NC_2023-04-11";"MUR37_NC";"MUR37";"MUR37";"MUR";"DMuro";2023-04-11;"couvaison";"CD";2;0;0,5;0;0
"MUR37_NC_2023-04-18";"MUR37_NC";"MUR37";"MUR37";"MUR";"DMuro";2023-04-18;"couvaison";"LS";2;0;2;0;0
"MUR37_NE_2023-04-25";"MUR37_NE";"MUR37";"MUR37";"MUR";"DMuro";2023-04-25;"elevage";"HD";1;0;1;0;0
"MUR37_NE_2023-05-04";"MUR37_NE";"MUR37";"MUR37";"MUR";"DMuro";2023-05-04;"elevage";"HD";2;0;0;0;0
"MUR39_NC_2023-04-11";"MUR39_NC";"MUR39";"MUR39";"MUR";"DMuro";2023-04-11;"couvaison";"LS";1;0;0;0;0
"MUR39_NC_2023-04-18";"MUR39_NC";"MUR39";"MUR39";"MUR";"DMuro";2023-04-18;"couvaison";"CD";0,5;0;0;0;0
"MUR39_NE_2023-04-25";"MUR39_NE";"MUR39";"MUR39";"MUR";"DMuro";2023-04-25;"elevage";"ABF";0,5;0;0;0;0
"MUR39_NE_2023-05-06";"MUR39_NE";"MUR39";"MUR39";"MUR";"DMuro";2023-05-06;"elevage";"GG";0,5;0;0;0;0
"MUR40_NC_2023-04-11";"MUR40_NC";"MUR40";"MUR40";"MUR";"DMuro";2023-04-11;"couvaison";"HD";0;0;1;0;0
"MUR40_NC_2023-04-18";"MUR40_NC";"MUR40";"MUR40";"MUR";"DMuro";2023-04-18;"couvaison";"CD";0;0;0;0;0
"MUR40_NE_2023-04-25";"MUR40_NE";"MUR40";"MUR40";"MUR";"DMuro";2023-04-25;"elevage";"VR";0;0;0;0;0
"MUR40_NE_2023-05-07";"MUR40_NE";"MUR40";"MUR40";"MUR";"DMuro";2023-05-07;"elevage";"HD";0;1;0;0;0
"MUR41_NC_2023-04-11";"MUR41_NC";"MUR41";"MUR41";"MUR";"DMuro";2023-04-11;"couvaison";"CD";1;0;1;0;0
"MUR41_NC_2023-04-18";"MUR41_NC";"MUR41";"MUR41";"MUR";"DMuro";2023-04-18;"couvaison";"CD";0;0;2;0,5;0
"MUR41_NE_2023-04-25";"MUR41_NE";"MUR41";"MUR41";"MUR";"DMuro";2023-04-25;"elevage";"ABF";0,5;0;2;1;0
"MUR41_NE_2023-05-08";"MUR41_NE";"MUR41";"MUR41";"MUR";"DMuro";2023-05-08;"elevage";"GG";0;1;1;1;0
"MUR42_NC_2023-04-11";"MUR42_NC";"MUR42";"MUR42";"MUR";"DMuro";2023-04-11;"couvaison";"HD";1;0;0;0;0
"MUR42_NC_2023-04-18";"MUR42_NC";"MUR42";"MUR42";"MUR";"DMuro";2023-04-18;"couvaison";"CD";0;0;0;0;0
"MUR42_NE_2023-05-09";"MUR42_NE";"MUR42";"MUR42";"MUR";"DMuro";2023-05-09;"elevage";"ABF";0;0;0;0;0
"MUR43_NC_2023-04-11";"MUR43_NC";"MUR43";"MUR43";"MUR";"DMuro";2023-04-11;"couvaison";"LS";0;0;1;0;0
"MUR43_NC_2023-04-18";"MUR43_NC";"MUR43";"MUR43";"MUR";"DMuro";2023-04-18;"couvaison";"CD";0;0;0,5;0;0
"MUR43_NE_2023-04-25";"MUR43_NE";"MUR43";"MUR43";"MUR";"DMuro";2023-04-25;"elevage";"ABF";1;2;0;0;0
"MUR43_NE_2023-04-30";"MUR43_NE";"MUR43";"MUR43";"MUR";"DMuro";2023-04-30;"elevage";"HD";0;2;2;0;0
"MUR43_NE_2023-05-05";"MUR43_NE";"MUR43";"MUR43";"MUR";"DMuro";2023-05-05;"elevage";"GG";0;1;0;0;0
"MUR44_NC_2023-05-02";"MUR44_NC";"MUR44";"MUR44";"MUR";"DMuro";2023-05-02;"couvaison";"GG";1;1;1;0;0
"MUR44_NE_2023-05-16";"MUR44_NE";"MUR44";"MUR44";"MUR";"DMuro";2023-05-16;"elevage";"ABF";2;0;0;0;0
"MUR44_NE_2023-05-23";"MUR44_NE";"MUR44";"MUR44";"MUR";"DMuro";2023-05-23;"elevage";"ABF";0;0;0;0;0
"MUR45_NC_2023-04-11";"MUR45_NC";"MUR45";"MUR45";"MUR";"DMuro";2023-04-11;"couvaison";"LS";1;0;0;0;0
"MUR45_NC_2023-04-18";"MUR45_NC";"MUR45";"MUR45";"MUR";"DMuro";2023-04-18;"couvaison";"LS";1;0;0;0,5;0
"MUR45_NE_2023-04-25";"MUR45_NE";"MUR45";"MUR45";"MUR";"DMuro";2023-04-25;"elevage";"ABF";1;0;0,5;0;0
"MUR45_NE_2023-05-07";"MUR45_NE";"MUR45";"MUR45";"MUR";"DMuro";2023-05-07;"elevage";"GG";0;0;0;0;0
"MUR46_NC_2023-05-02";"MUR46_NC";"MUR46";"MUR46";"MUR";"DMuro";2023-05-02;"couvaison";"VR";0;1;0;0;0
"MUR46_NE_2023-05-16";"MUR46_NE";"MUR46";"MUR46";"MUR";"DMuro";2023-05-16;"elevage";"ABF";0;0;0;0;0
"MUR47_NC_2023-04-18";"MUR47_NC";"MUR47";"MUR47";"MUR";"DMuro";2023-04-18;"couvaison";"HD";0;0;0,5;0,5;0
"MUR47_NE_2023-05-10";"MUR47_NE";"MUR47";"MUR47";"MUR";"DMuro";2023-05-10;"elevage";"ABF";0;0;0;0,5;0
"MUR48_NC_2023-05-02";"MUR48_NC";"MUR48";"MUR48";"MUR";"DMuro";2023-05-02;"couvaison";"GG";0;1;0;0;0
"MUR48_NC_2023-05-09";"MUR48_NC";"MUR48";"MUR48";"MUR";"DMuro";2023-05-09;"couvaison";"VR";0;1;0;0;0
"MUR48_NE_2023-05-16";"MUR48_NE";"MUR48";"MUR48";"MUR";"DMuro";2023-05-16;"elevage";"ABF";0;0;0;0;0
"MUR48_NE_2023-05-25";"MUR48_NE";"MUR48";"MUR48";"MUR";"DMuro";2023-05-25;"elevage";"HD";0;1;0;0;0
"MUR49_NC_2023-04-18";"MUR49_NC";"MUR49";"MUR49";"MUR";"DMuro";2023-04-18;"couvaison";"LS";2;0;1;0;0
"MUR49_NC_2023-04-25";"MUR49_NC";"MUR49";"MUR49";"MUR";"DMuro";2023-04-25;"couvaison";"VR";0,5;1;0,5;0;0
"MUR49_NE_2023-05-02";"MUR49_NE";"MUR49";"MUR49";"MUR";"DMuro";2023-05-02;"elevage";"VR";1;2;0;0;0
"MUR49_NE_2023-05-12";"MUR49_NE";"MUR49";"MUR49";"MUR";"DMuro";2023-05-12;"elevage";"GG";1;3;1;0;0
"MUR50_NC_2023-04-18";"MUR50_NC";"MUR50";"MUR50";"MUR";"DMuro";2023-04-18;"couvaison";"LS";1;0,5;0;1;0
"MUR50_NC_2023-04-25";"MUR50_NC";"MUR50";"MUR50";"MUR";"DMuro";2023-04-25;"couvaison";"VR";0,5;0;0;1;0
"MUR50_NE_2023-05-02";"MUR50_NE";"MUR50";"MUR50";"MUR";"DMuro";2023-05-02;"elevage";"VR";0;0;0;0;1
"MUR50_NE_2023-05-11";"MUR50_NE";"MUR50";"MUR50";"MUR";"DMuro";2023-05-11;"elevage";"VR";0;1;0;0,5;0
"MUR51_NC_2023-04-11";"MUR51_NC";"MUR51";"MUR51";"MUR";"DMuro";2023-04-11;"couvaison";"LS";0,5;0;1;1;0
"MUR51_NC_2023-04-18";"MUR51_NC";"MUR51";"MUR51";"MUR";"DMuro";2023-04-18;"couvaison";"LS";1;0;1;2;0
"MUR51_NE_2023-04-25";"MUR51_NE";"MUR51";"MUR51";"MUR";"DMuro";2023-04-25;"elevage";"ABF";1;2;0,5;0;0
"MUR51_NE_2023-05-02";"MUR51_NE";"MUR51";"MUR51";"MUR";"DMuro";2023-05-02;"elevage";"VR";1;0;0;0;0
"MUR51_NE_2023-05-08";"MUR51_NE";"MUR51";"MUR51";"MUR";"DMuro";2023-05-08;"elevage";"ABF";0;0,5;0;0;0
"MUR53_NC_2023-05-02";"MUR53_NC";"MUR53";"MUR53";"MUR";"DMuro";2023-05-02;"couvaison";"VR";0,5;1;0;0;0
"MUR53_NE_2023-05-09";"MUR53_NE";"MUR53";"MUR53";"MUR";"DMuro";2023-05-09;"elevage";"VR";0;1;0;0;0
"MUR53_NE_2023-05-17";"MUR53_NE";"MUR53";"MUR53";"MUR";"DMuro";2023-05-17;"elevage";"GG";0;1;0;0;0
"MUR53_NC_2023-04-25";"MUR53_NC";"MUR53";"MUR53";"MUR";"DMuro";2023-04-25;"couvaison";"VR";0,5;2;0;0;0
"MUR54_NC_2023-04-11";"MUR54_NC";"MUR54";"MUR54";"MUR";"DMuro";2023-04-11;"couvaison";"CD";0;0;1;0;0,5
"MUR54_NC_2023-04-18";"MUR54_NC";"MUR54";"MUR54";"MUR";"DMuro";2023-04-18;"couvaison";"CD";0;0;1;0;0,5
"MUR54_NE_2023-04-25";"MUR54_NE";"MUR54";"MUR54";"MUR";"DMuro";2023-04-25;"elevage";"ABF";0;1;0;0;0
"MUR54_NE_2023-05-07";"MUR54_NE";"MUR54";"MUR54";"MUR";"DMuro";2023-05-07;"elevage";"GG";0;0;0;0;0
"MUR55_NC_2023-04-11";"MUR55_NC";"MUR55";"MUR55";"MUR";"DMuro";2023-04-11;"couvaison";"LS";2;0;1;0;0
"MUR55_NC_2023-04-18";"MUR55_NC";"MUR55";"MUR55";"MUR";"DMuro";2023-04-18;"couvaison";"CD";1;0;1;0;0
"MUR55_NE_2023-04-25";"MUR55_NE";"MUR55";"MUR55";"MUR";"DMuro";2023-04-25;"elevage";"VR";1;1;0;0;1
"MUR55_NE_2023-05-02";"MUR55_NE";"MUR55";"MUR55";"MUR";"DMuro";2023-05-02;"elevage";"VR";2;0;0;0;1
"MUR55_NE_2023-05-08";"MUR55_NE";"MUR55";"MUR55";"MUR";"DMuro";2023-05-08;"elevage";"GG";1;1;0;0;1
"MUR56_NC_2023-05-02";"MUR56_NC";"MUR56";"MUR56";"MUR";"DMuro";2023-05-02;"couvaison";"VR";0;0;0;0;0
"MUR56_NC_2023-05-09";"MUR56_NC";"MUR56";"MUR56";"MUR";"DMuro";2023-05-09;"couvaison";"VR";0;0;0;0;0
"MUR56_NE_2023-05-16";"MUR56_NE";"MUR56";"MUR56";"MUR";"DMuro";2023-05-16;"elevage";"ABF";0;0;0;0;0
"MUR56_NE_2023-05-25";"MUR56_NE";"MUR56";"MUR56";"MUR";"DMuro";2023-05-25;"elevage";"GG";0;0;0;0;0
"MUR57_NC_2023-04-18";"MUR57_NC";"MUR57";"MUR57";"MUR";"DMuro";2023-04-18;"couvaison";"CD";0,5;0;0;0;0
"MUR57_NC_2023-04-25";"MUR57_NC";"MUR57";"MUR57";"MUR";"DMuro";2023-04-25;"couvaison";"VR";0,5;1;0;0;0
"MUR57_NC_2023-05-02";"MUR57_NC";"MUR57";"MUR57";"MUR";"DMuro";2023-05-02;"couvaison";"VR";0,5;0;0;0;0
"MUR57_NE_2023-05-13";"MUR57_NE";"MUR57";"MUR57";"MUR";"DMuro";2023-05-13;"elevage";"ABF";1;2;0;0;1
"MUR58_NC_2023-04-11";"MUR58_NC";"MUR58";"MUR58";"MUR";"DMuro";2023-04-11;"couvaison";"LS";2;0;0;0;0
"MUR58_NC_2023-04-18";"MUR58_NC";"MUR58";"MUR58";"MUR";"DMuro";2023-04-18;"couvaison";"CD";2;0;0;0;0
"MUR58_NE_2023-04-25";"MUR58_NE";"MUR58";"MUR58";"MUR";"DMuro";2023-04-25;"elevage";"ABF";2;0;0,5;0;0
"MUR58_NE_2023-05-07";"MUR58_NE";"MUR58";"MUR58";"MUR";"DMuro";2023-05-07;"elevage";"GG";1;0;0;0;0
"MUR59_NC_2023-04-11";"MUR59_NC";"MUR59";"MUR59";"MUR";"DMuro";2023-04-11;"couvaison";"CD";1;0;2;0;0
"MUR59_NC_2023-04-18";"MUR59_NC";"MUR59";"MUR59";"MUR";"DMuro";2023-04-18;"couvaison";"CD";0,5;2;0;0;0
"MUR59_NE_2023-04-25";"MUR59_NE";"MUR59";"MUR59";"MUR";"DMuro";2023-04-25;"elevage";"HD";0,5;0;2;0;0
"MUR59_NE_2023-05-07";"MUR59_NE";"MUR59";"MUR59";"MUR";"DMuro";2023-05-07;"elevage";"GG";1;1;0;0;0
"MUR72_NC_2023-04-11";"MUR72_NC";"MUR72";"MUR72";"MUR";"DMuro";2023-04-11;"couvaison";"HD";0;0;1;0;0,5
"MUR72_NC_2023-04-18";"MUR72_NC";"MUR72";"MUR72";"MUR";"DMuro";2023-04-18;"couvaison";"CD";0,5;0;0;0;1
"MUR72_NE_2023-04-25";"MUR72_NE";"MUR72";"MUR72";"MUR";"DMuro";2023-04-25;"elevage";"ABF";0,5;1;0;0;1
"MUR72_NE_2023-05-09";"MUR72_NE";"MUR72";"MUR72";"MUR";"DMuro";2023-05-09;"elevage";"ABF";0;0;0;0;0
"MUR73_NC_2023-04-11";"MUR73_NC";"MUR73";"MUR73";"MUR";"DMuro";2023-04-11;"couvaison";"HD";1;0;0;0;0
"MUR73_NC_2023-04-18";"MUR73_NC";"MUR73";"MUR73";"MUR";"DMuro";2023-04-18;"couvaison";"HD";0,5;0;0;0;0
"MUR77_NC_2023-04-18";"MUR77_NC";"MUR77";"MUR77";"MUR";"DMuro";2023-04-18;"couvaison";"HD";0;2;0;0;0,5
"MUR77_NE_2023-04-25";"MUR77_NE";"MUR77";"MUR77";"MUR";"DMuro";2023-04-25;"elevage";"ABF";0,5;2;0;0;3
"MUR77_NE_2023-05-02";"MUR77_NE";"MUR77";"MUR77";"MUR";"DMuro";2023-05-02;"elevage";"VR";0,5;1;0;0,5;1
"MUR77_NE_2023-05-11";"MUR77_NE";"MUR77";"MUR77";"MUR";"DMuro";2023-05-11;"elevage";"VR";0;2;0;0;0,5
"MUR85_NC_2023-04-11";"MUR85_NC";"MUR85";"MUR85";"MUR";"DMuro";2023-04-11;"couvaison";"HD";1;0;0;0;0
"MUR85_NC_2023-04-18";"MUR85_NC";"MUR85";"MUR85";"MUR";"DMuro";2023-04-18;"couvaison";"LS";1;0;0,5;0;0
"MUR85_NE_2023-05-10";"MUR85_NE";"MUR85";"MUR85";"MUR";"DMuro";2023-05-10;"elevage";"ABF";0;0;0;0;0
"MUR86_NC_2023-04-11";"MUR86_NC";"MUR86";"MUR86";"MUR";"DMuro";2023-04-11;"couvaison";"HD";0;0;0;0;0
"MUR86_NE_2023-04-18";"MUR86_NE";"MUR86";"MUR86";"MUR";"DMuro";2023-04-18;"elevage";"LS";0;0;0;0;0
"MUR86_NE_2023-04-25";"MUR86_NE";"MUR86";"MUR86";"MUR";"DMuro";2023-04-25;"elevage";"HD";0;0,5;0;0;0
"MUR86_NE_2023-04-29";"MUR86_NE";"MUR86";"MUR86";"MUR";"DMuro";2023-04-29;"elevage";"HD";0;1;0;0;0
"MUR87_NC_2023-04-11";"MUR87_NC";"MUR87";"MUR87";"MUR";"DMuro";2023-04-11;"couvaison";"HD";1;0;1;0;0
"MUR87_NC_2023-04-18";"MUR87_NC";"MUR87";"MUR87";"MUR";"DMuro";2023-04-18;"couvaison";"LS";1;0;1;0;0
"MUR87_NE_2023-04-25";"MUR87_NE";"MUR87";"MUR87";"MUR";"DMuro";2023-04-25;"elevage";"HD";0,5;0;0;0;0
"MUR87_NE_2023-05-07";"MUR87_NE";"MUR87";"MUR87";"MUR";"DMuro";2023-05-07;"elevage";"HD";0;0;0,5;0;0
"MUR88_NC_2023-04-11";"MUR88_NC";"MUR88";"MUR88";"MUR";"DMuro";2023-04-11;"couvaison";"HD";1;0;0,5;0;0,5
"MUR88_NC_2023-04-18";"MUR88_NC";"MUR88";"MUR88";"MUR";"DMuro";2023-04-18;"couvaison";"LS";1;0;2;0;0
"MUR88_NE_2023-04-25";"MUR88_NE";"MUR88";"MUR88";"MUR";"DMuro";2023-04-25;"elevage";"HD";0,5;0;0;0;0,5
"MUR88_NE_2023-05-07";"MUR88_NE";"MUR88";"MUR88";"MUR";"DMuro";2023-05-07;"elevage";"HD";0;0;0;0;0
"MUR89_NC_2023-04-25";"MUR89_NC";"MUR89";"MUR89";"MUR";"DMuro";2023-04-25;"couvaison";"VR";2;0;0;2;0
"MUR89_NC_2023-05-02";"MUR89_NC";"MUR89";"MUR89";"MUR";"DMuro";2023-05-02;"couvaison";"GG";0,5;1;0;0,5;2
"MUR89_NE_2023-05-09";"MUR89_NE";"MUR89";"MUR89";"MUR";"DMuro";2023-05-09;"elevage";"VR";0,5;1;0;0,5;0
"MUR89_NE_2023-05-18";"MUR89_NE";"MUR89";"MUR89";"MUR";"DMuro";2023-05-18;"elevage";"ABF";0;2;0;2;0
"MUR91_NC_2023-04-18";"MUR91_NC";"MUR91";"MUR91";"MUR";"DMuro";2023-04-18;"couvaison";"HD";0;0;1;0;1
"MUR91_NE_2023-04-25";"MUR91_NE";"MUR91";"MUR91";"MUR";"DMuro";2023-04-25;"elevage";"HD";0;1;0;0;0,5
"MUR91_NE_2023-05-07";"MUR91_NE";"MUR91";"MUR91";"MUR";"DMuro";2023-05-07;"elevage";"GG";0;0;0;0;0
"MUR93_NC_2023-04-18";"MUR93_NC";"MUR93";"MUR93";"MUR";"DMuro";2023-04-18;"couvaison";"HD";0;0;2;1;0
"MUR93_NE_2023-04-25";"MUR93_NE";"MUR93";"MUR93";"MUR";"DMuro";2023-04-25;"elevage";"HD";1;1;0;1;0
"MUR95_NC_2023-04-18";"MUR95_NC";"MUR95";"MUR95";"MUR";"DMuro";2023-04-18;"couvaison";"HD";1;0;1;0;0
"MUR95_NE_2023-04-25";"MUR95_NE";"MUR95";"MUR95";"MUR";"DMuro";2023-04-25;"elevage";"HD";0;0,5;0;0,5;0
"MUR95_NE_2023-05-05";"MUR95_NE";"MUR95";"MUR95";"MUR";"DMuro";2023-05-05;"elevage";"HD";0;0,5;0;0;0
"MUR97_NC_2023-04-11";"MUR97_NC";"MUR97";"MUR97";"MUR";"DMuro";2023-04-11;"couvaison";"HD";0,5;0;1;0;0
"MUR97_NC_2023-04-18";"MUR97_NC";"MUR97";"MUR97";"MUR";"DMuro";2023-04-18;"couvaison";"CD";1;0;2;0;0
"MUR97_NE_2023-04-25";"MUR97_NE";"MUR97";"MUR97";"MUR";"DMuro";2023-04-25;"elevage";"VR";1;2;0;0;0
"MUR97_NE_2023-05-05";"MUR97_NE";"MUR97";"MUR97";"MUR";"DMuro";2023-05-05;"elevage";"GG";2;0;0;0;0
"MUR99_NC_2023-04-11";"MUR99_NC";"MUR99";"MUR99";"MUR";"DMuro";2023-04-11;"couvaison";"HD";1;0;1;0;0
"MUR99_NC_2023-04-18";"MUR99_NC";"MUR99";"MUR99";"MUR";"DMuro";2023-04-18;"couvaison";"CD";1;0;2;0;0
"MUR99_NE_2023-04-25";"MUR99_NE";"MUR99";"MUR99";"MUR";"DMuro";2023-04-25;"elevage";"ABF";1;1;0;2;0
"MUR99_NE_2023-05-06";"MUR99_NE";"MUR99";"MUR99";"MUR";"DMuro";2023-05-06;"elevage";"VR";0;0;0;1;1
"MUR101-1_NC_2023-04-18";"MUR101-1_NC";"MUR101-1";"MUR101";"MUR";"DMuro";2023-04-18;"couvaison";"CD";1;0;1;0;1
"MUR101-2_NC_2023-05-09";"MUR101-2_NC";"MUR101-2";"MUR101";"MUR";"DMuro";2023-05-09;"couvaison";"VR";0;0;0;0;1
"MUR101-2_NC_2023-05-16";"MUR101-2_NC";"MUR101-2";"MUR101";"MUR";"DMuro";2023-05-16;"couvaison";"ABF";0;0;0;0,5;0
"MUR101-2_NE_2023-05-23";"MUR101-2_NE";"MUR101-2";"MUR101";"MUR";"DMuro";2023-05-23;"elevage";"GG";0;1;0;0;1
"MUR101-2_NE_2023-06-04";"MUR101-2_NE";"MUR101-2";"MUR101";"MUR";"DMuro";2023-06-04;"elevage";"GG";0;0;0;0,5;1
"MUR88bis-1_NC_2023-04-11";"MUR88bis-1_NC";"MUR88bis-1";"MUR88bis";"MUR";"DMuro";2023-04-11;"couvaison";"HD";1;0;1;0;0
"MUR88bis-1_NE_2023-04-18";"MUR88bis-1_NE";"MUR88bis-1";"MUR88bis";"MUR";"DMuro";2023-04-18;"elevage";"CD";0;0;1;0;0
"MUR88bis-1_NE_2023-04-25";"MUR88bis-1_NE";"MUR88bis-1";"MUR88bis";"MUR";"DMuro";2023-04-25;"elevage";"HD";0,5;0;0,5;0;0
"MUR88bis-1_NE_2023-05-03";"MUR88bis-1_NE";"MUR88bis-1";"MUR88bis";"MUR";"DMuro";2023-05-03;"elevage";"HD";1;0;1;0;0
"MUR88bis-2_NC_2023-05-23";"MUR88bis-2_NC";"MUR88bis-2";"MUR88bis";"MUR";"DMuro";2023-05-23;"couvaison";"ABF";0;0;1;0;0
"MUR88bis-2_NC_2023-05-25";"MUR88bis-2_NC";"MUR88bis-2";"MUR88bis";"MUR";"DMuro";2023-05-25;"couvaison";"HD";1;0;1;0;0
"MUR88bis-2_NC_2023-05-30";"MUR88bis-2_NC";"MUR88bis-2";"MUR88bis";"MUR";"DMuro";2023-05-30;"couvaison";"ABF";0;0;0;0;0
"MUR88bis-2_NE_2023-06-06";"MUR88bis-2_NE";"MUR88bis-2";"MUR88bis";"MUR";"DMuro";2023-06-06;"elevage";"MC";0;0;0;0;0
"MUR88bis-2_NE_2023-06-17";"MUR88bis-2_NE";"MUR88bis-2";"MUR88bis";"MUR";"DMuro";2023-06-17;"elevage";"HD";0;0;0;0;0
"PIR3_NC_2023-05-19";"PIR3_NC";"PIR3";"PIR3";"PIR";"EPirio";2023-05-19;"couvaison";"GG";1;1;0;0;0
"PIR3_NC_2023-05-26";"PIR3_NC";"PIR3";"PIR3";"PIR";"EPirio";2023-05-26;"couvaison";"VR";0,5;0;0;0;0
"PIR3_NE_2023-06-02";"PIR3_NE";"PIR3";"PIR3";"PIR";"EPirio";2023-06-02;"elevage";"HD";0;2;0;0;0
"PIR3_NE_2023-06-11";"PIR3_NE";"PIR3";"PIR3";"PIR";"EPirio";2023-06-11;"elevage";"VR";1;0;1;0;0
"PIR9_NC_2023-06-02";"PIR9_NC";"PIR9";"PIR9";"PIR";"EPirio";2023-06-02;"couvaison";"GG";0;0;0;0;0
"PIR9_NC_2023-06-09";"PIR9_NC";"PIR9";"PIR9";"PIR";"EPirio";2023-06-09;"couvaison";"MC";0;1;0;0;0
"PIR9_NE_2023-06-16";"PIR9_NE";"PIR9";"PIR9";"PIR";"EPirio";2023-06-16;"elevage";"MC";0;0;0;0;0
"PIR13_NC_2023-05-12";"PIR13_NC";"PIR13";"PIR13";"PIR";"EPirio";2023-05-12;"couvaison";"MC";1;0;1;0;0
"PIR13_NC_2023-05-19";"PIR13_NC";"PIR13";"PIR13";"PIR";"EPirio";2023-05-19;"couvaison";"HD";1;1;2;0;1
"PIR13_NE_2023-05-26";"PIR13_NE";"PIR13";"PIR13";"PIR";"EPirio";2023-05-26;"elevage";"GG";0,5;0;0;0;0
"PIR13_NE_2023-06-09";"PIR13_NE";"PIR13";"PIR13";"PIR";"EPirio";2023-06-09;"elevage";"GG";0;0;0,5;0;0
"PIR14_NC_2023-05-19";"PIR14_NC";"PIR14";"PIR14";"PIR";"EPirio";2023-05-19;"couvaison";"GG";0;1;0;0;0
"PIR14_NE_2023-06-02";"PIR14_NE";"PIR14";"PIR14";"PIR";"EPirio";2023-06-02;"elevage";"MC";0;1;0;0;0
"PIR14_NE_2023-06-09";"PIR14_NE";"PIR14";"PIR14";"PIR";"EPirio";2023-06-09;"elevage";"GG";0;0;0;0;0,5
"PIR17_NC_2023-05-12";"PIR17_NC";"PIR17";"PIR17";"PIR";"EPirio";2023-05-12;"couvaison";"GG";0;0;0;0;0,5
"PIR17_NC_2023-05-19";"PIR17_NC";"PIR17";"PIR17";"PIR";"EPirio";2023-05-19;"couvaison";"HD";1;0;0;0;1
"PIR17_NE_2023-06-02";"PIR17_NE";"PIR17";"PIR17";"PIR";"EPirio";2023-06-02;"elevage";"GG";0;0;0;0;2
"PIR17_NE_2023-06-07";"PIR17_NE";"PIR17";"PIR17";"PIR";"EPirio";2023-06-07;"elevage";"HD";0;0;0;0;0
